ID;SrcDatabase;Title;Author;Affiliation;Literature Source;Keyword;Abstract;PubTime;Year;PageCount;Abstract_Orig
P167;期刊;1902年中国留日学生成城入学风波述略;"谢忠强;";"运城学院思政部;上海大学文学院;";西北工业大学学报(社会科学版);"中国留日学生;;成城学校;;抗议活动";1902年吴稚晖、孙揆均因9名自费生进入成城学校被拒与清廷驻日公使蔡均冲突而被遣送回国。事后广大留日学生及中日报刊纷纷批评蔡均,形成抗议浪潮。1902年中国留日学生成城入学风波产生了一系列积极影响。;2011-09-15;2011;56-59;
P030;期刊;清末粤籍留日士官生探析;"宋水英;曾志灵;";"广东培正学院日语系;广东技术师范大学日语系;";齐齐哈尔大学学报(哲学社会科学版);"士官生;;粤籍;;军队;;教习";"1904年,清政府将留日士官生的派遣定为固定政策。受朝廷对新军编练效果实行""奖优罚劣""的推动,广东于1905年派出首批留日士官生。名字可考的粤籍留日士官生共计39人。因陆军学堂的陆续兴起、士官生培养费用的高昂、日本军事教习的聘请、总督态度等原因,第7-9期无粤籍学生。他们回国后,或投效军队,或担任军事学堂教习、总办或参加陆军留学生毕业考试、谋得官职,为朝廷效力。此外,还有人在教务之余,暗中发展同盟会会员。武昌起义爆发后,更有人加入推翻清朝的行列,共同促成了辛亥革命的最终胜利。";2021-02-25;2021;111-114;
P231;期刊;1904年云南留日学生浅析;"周立英;";"云南大学人文学院历史系;";云南民族大学学报(哲学社会科学版);"1904年;;云南留日学生;;分析";"1904年云南派遣129名学生留学日本,他们的年龄从17~62岁不等,广泛分布在云南全省各地,人数以大理、昭通、澄江、普洱等地为最多;其中许多来自于少数民族地区,几乎都留下功名,尤以选择军事、师范专业的人较多;他们归国后大多成为军、政等各行业的骨干。";2008-09-15;2008;127-129;
P215;期刊;1905年中国留日学生风潮述略;"谢忠强;";"运城学院思政部;";山西师大学报(社会科学版);"留学;;留日学生;;抗议风潮";1905年,由于中国留日学生基数的猛增大大超出了日本留学教育的接收能力,日本文部省出台限制政策,颁布收容清国人留学之公私立学校章程。对此中国留日学生掀起了剧烈的抗议风潮。这不但是中国人留日史上的大事,更是中日两国交流的重大事件。;2009-07-25;2009;84-86;
P206;期刊;清末留日学生“取缔规则”事件再解读;"李喜所;李来容;";"南开大学历史学院;";近代史研究;"清末留日学生;;取缔规则;;梁启超;;陈天华";"1905年中国留日学生因日本政府颁布""取缔规则""而发起的群体抗议活动,无疑是民族精神和爱国激情的张扬。但是,就""取缔规则""本身来讲,从出台缘由、性质到具体内容,实属正常的教育整顿,旨在进一步规范日本的留学教育。留日学生因日俄战争中国所遭受的民族耻辱,以及日常生活中受到的种种不公平待遇,积之日久形成强烈的反日民族情绪,以""取缔规则""为导火线,一触即发,从而将教育问题演变成一场激进的政治反抗运动。事实上,留日学生对此规则存有诸多的误解与误读,情绪化的激情有余,冷静的客观分析不足。难能可贵的是,留日学生也在""蛮干""的过程中逐渐反省,回归理性。这对留日学生日后的政治追求和社会活动均产生了重要的影响。";2009-11-15;2009;20-30+2;
P341;期刊;清末留日中国学生反“取缔规则”斗争;"林增平;";湖南师范大学社会科学学报;湖南师范大学社会科学学报;"留学生;反帝反封建;留日学生;宏文学院;";"1905年夏秋间,孙中山领导的同盟会在日本东京成立。又恰值日俄战争结束,双方于8月间在美国朴茨茅斯订立以重新分割在中国东北的势力范围为内容的和约。为了诱胁清政府按日俄所订和约,将沙俄割占的土地、铁路、矿藏等从速转让,日本政府遂以颁布“取缔规则”为诱饵,表示顺应清政府约束留日学生革命活动的意愿。“取缔规则”于11月公布,即引起中国留日学生的反感;特别是对其中九、十两条,更持反对态度,因而由留学生总会具禀,呈请驻日公使杨枢向日本政府交涉,将九、十两条取销。日本政府不允。各学校留学生即相继罢课。12月8日,陈天华因伤时感事,愤激不能自解,投海自尽,从而激起留学生的更大愤慨,决心集体回国。陆续离日返国的达2000多人。嗣因一部分留学生持不同意见,倾向于忍辱负重,认为不宜轻言返国,相约组织“维持留学生同志会”。力倡罢课返国者,则成立“联合会”。两派学生各申己见,辩论不休,到1905年底至1906年初,由于日本各学校当局相继劝谕学生返校复课,又传闻清廷将派员来日调查事件真象,并进行调解。于是,东京留学生遂于1906年1月11日集会协商,议定13日起照常上课。“取缔规则”也就没有实行。日本历史学家永井算已认为,“反取缔规则”的斗争是留日学生对日本逐渐走上帝国主义的道路,提高了警戒,并试图与之对抗,而且也果敢地同急于勾结日本帝国主义、以图自保的西太后政府决战。这是留日学生反帝反封建的态度的萌芽。";1991-03-02;1991;62-68;
P316;期刊;中国留日学生反对《取缔规则》的斗争;王光远;文史精华;文史精华;"留学生;清政府;陈天华;《取缔规则》;姚宏业;中国留日学生;";1905年底,中国留日学生爆发了一场反对取缔规则的斗争。这是中国留学生史上发生的一次重大事件,也是中国同盟会成立后所领导的第一次大规模的群众斗争。 日本取缔规则的出笼 自19世纪70年代开始、清政府为了洋务运动的需要,开始向外国派遣留学生。甲午后一些开明人士大声疾呼:“非选派俊才出;1997-02-06;1997;44-47;
P238;期刊;近代湖南留日热潮与湖南新教育;"伍春辉;";长沙师范专科学校 助理研究员、博士;当代教育论坛(宏观教育研究);"近代湖南;;留日热潮;;新教育";1905年科举废除前后,湖南士子留日成为热潮。在日中强弱的鲜明对比下,传统变革意识和责任意识在这批留日的湖南士子中被重新激活,学习日本经验发展新式教育,被不少留日湖南学生视为使命,在引进西方教育思想、传播新式教育科学、创办新式学堂等方面,成为推动湖南教育近代化的重要力量。;2008-03-08;2008;26-29;
P074;期刊;留日法政学生在清末立宪运动中的行动与影响;"石雅轩;王东;";"西南民族大学旅游与历史文化学院;";湖南科技学院学报;"清末;;留日;;法政学生;;立宪运动";"1906-1911年间,清政府将""预备立宪""付诸实施,这场立宪改革运动客观上加速了清王朝的灭亡。在立宪运动过程中清政府调用了大批留日学生参与,这其中又以留日法政学生为主。这些留日法政学生以自己在立宪运动中的实际行动对立宪运动产生了重要的作用,也对清末政治法律等方面产生了积极影响。";2015-07-01;2015;60-63;
P207;中国会议;清末留日学生创办的《云南》杂志及其革命影响;"木基元;";"西南林学院;";百年军校 将帅摇篮;"吕志伊;杨振鸿;留日学生;《云南》;李根源;滇越铁路;云南辛亥革命;";"1906年11月至1911年10月云南留日学生在日本东京创办的云南杂志,是""同时期仅次于民报的发行数字最高的一个革命刊物。""老一辈无产阶级革命家吴玉章同志曾高度评价说:""云南着重反对外国侵略"",""受到广大读者的欢迎。""它给1908年云南腾冲起义及紧接武昌首义的1911年昆明""重九光复""奠定了坚实的思想基础,并为云南讲武堂和云南的民主运动培养了一批干部,在云南近代历史上抒写了辉煌的一页。";2009-10-26;2009;8;
P072;期刊;清末奉天留日学生研究;"胡颖;";"日本神奈川大学;";九江学院学报(社会科学版);"奉天;;速成师范生;;宏文学院预备班;;女子官费生";1906年奉天的留日学生逐渐增多,1907年官自费生达219人(女子官费生除外),但奉天的留日学生以速成为主。1906年首批官费速成师范生派往日本,速成毕业后,有19人没有直接回国,而是选择补习计划考高等师范。1907年奉省首次派遣的女子官费生赴日后,奉省在女子官费空出的情况下补给本省或他省女子自费生以官费,使得奉省给女子官费生人数多达46人次。文章主要是围绕奉天留日学生概况、速成师范生及女子官费生展开详细论述。;2015-09-15;2015;55-63;
P100;期刊;漫谈辛亥革命时期留日学生杂志《四川》;"吕云虹;";"河南大学新闻与传播学院;";新闻传播;"反帝爱国;;革命;;警声";"1907年,川籍留日学生为了配合同盟会的机关报民报进行革命宣传,创办了四川杂志。该杂志紧紧围绕""输入世界文明、开发民智和宣传革命思想""的宗旨,对外坚决反对帝国主义,对内坚决反对清朝封建统治,反帝和反清相结合,积极宣传革命思想,并掀起了全国性的革命热潮。";2013-11-15;2013;61-62;
P357;期刊;癸卯元旦留日学生排满演说史实考辨;"桑兵;";学术研究;学术研究;"留日学生;冯自由;八旗子弟;马君武;汪大燮;留学生;孙中山;成城学校;外务部;史实考辨;";1908年旧历元旦的东京留日学生会馆排满演说,是辛亥革命时期具有一定政治影响的事件,曾在留日学界和国内引起不小的反响。它象一朵报春花,预示着革命热潮即将来临。然而,目前史学界关于此事引以为据的两条主要资料,即刘成禺先总理旧德录和冯自由中华民国开国前革命史中的有关回忆,却有不少失实之处。两人的回忆是这样的:;1984-03-31;1984;73-77;
